id,问题,分类,描述,原因,方案,推荐用品,是否通过,需修改,备注
q277,为什么猫咪会口臭（环境布置）,行为问题,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌；慢食碗,,,
q278,为什么猫咪会体重下降（环境布置）,行为问题,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗；自动饮水机,,,
q279,为什么猫咪会喝水太少（环境布置）,行为问题,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机；豆腐猫砂,,,
q280,为什么猫咪会便秘（环境布置）,行为问题,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂；矿砂,,,
q281,为什么猫咪会舔毛过度（环境布置）,行为问题,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂；猫抓板,,,
q282,为什么猫咪会不吃猫粮（多猫家庭）,行为问题,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板；逗猫棒,,,
q283,为什么猫咪会软便拉稀（多猫家庭）,行为问题,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒；费洛蒙喷雾,,,
q284,为什么猫咪会频繁呕吐（多猫家庭）,行为问题,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾；化毛膏,,,
q285,为什么猫咪会掉毛严重（多猫家庭）,行为问题,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏；鱼油,,,
q286,为什么猫咪会黑下巴反复（多猫家庭）,行为问题,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油；益生菌,,,
q287,为什么猫咪会泪痕明显（多猫家庭）,行为问题,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌；慢食碗,,,
q288,为什么猫咪会半夜跑酷（多猫家庭）,行为问题,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗；自动饮水机,,,
q289,为什么猫咪会抓沙发（多猫家庭）,行为问题,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机；豆腐猫砂,,,
q290,为什么猫咪会乱尿（多猫家庭）,行为问题,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂；矿砂,,,
q291,为什么猫咪会应激躲藏（多猫家庭）,行为问题,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂；猫抓板,,,
q292,为什么猫咪会口臭（多猫家庭）,行为问题,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板；逗猫棒,,,
q293,为什么猫咪会体重下降（多猫家庭）,行为问题,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒；费洛蒙喷雾,,,
q294,为什么猫咪会喝水太少（多猫家庭）,行为问题,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾；化毛膏,,,
q295,为什么猫咪会便秘（多猫家庭）,行为问题,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏；鱼油,,,
q296,为什么猫咪会舔毛过度（多猫家庭）,行为问题,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油；益生菌,,,
q297,为什么猫咪会不吃猫粮（幼猫照护）,健康问题,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌；慢食碗,,,
q298,为什么猫咪会软便拉稀（幼猫照护）,健康问题,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗；自动饮水机,,,
q299,为什么猫咪会频繁呕吐（幼猫照护）,健康问题,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机；豆腐猫砂,,,
q300,为什么猫咪会掉毛严重（幼猫照护）,健康问题,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂；矿砂,,,
q301,为什么猫咪会黑下巴反复（幼猫照护）,健康问题,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂；猫抓板,,,
q302,为什么猫咪会泪痕明显（幼猫照护）,健康问题,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板；逗猫棒,,,
q303,为什么猫咪会半夜跑酷（幼猫照护）,健康问题,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒；费洛蒙喷雾,,,
q304,为什么猫咪会抓沙发（幼猫照护）,健康问题,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾；化毛膏,,,
q305,为什么猫咪会乱尿（幼猫照护）,健康问题,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏；鱼油,,,
q306,为什么猫咪会应激躲藏（幼猫照护）,健康问题,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油；益生菌,,,
q307,为什么猫咪会口臭（幼猫照护）,健康问题,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌；慢食碗,,,
q308,为什么猫咪会体重下降（幼猫照护）,健康问题,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗；自动饮水机,,,
q309,为什么猫咪会喝水太少（幼猫照护）,健康问题,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机；豆腐猫砂,,,
q310,为什么猫咪会便秘（幼猫照护）,健康问题,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂；矿砂,,,
q311,为什么猫咪会舔毛过度（幼猫照护）,健康问题,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂；猫抓板,,,
q312,为什么猫咪会不吃猫粮（老年猫照护）,健康问题,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板；逗猫棒,,,
q313,为什么猫咪会软便拉稀（老年猫照护）,健康问题,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒；费洛蒙喷雾,,,
q314,为什么猫咪会频繁呕吐（老年猫照护）,健康问题,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾；化毛膏,,,
q315,为什么猫咪会掉毛严重（老年猫照护）,健康问题,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏；鱼油,,,
q316,为什么猫咪会黑下巴反复（老年猫照护）,健康问题,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油；益生菌,,,
q317,为什么猫咪会泪痕明显（老年猫照护）,健康问题,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌；慢食碗,,,
q318,为什么猫咪会半夜跑酷（老年猫照护）,健康问题,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗；自动饮水机,,,
q319,为什么猫咪会抓沙发（老年猫照护）,健康问题,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机；豆腐猫砂,,,
q320,为什么猫咪会乱尿（老年猫照护）,健康问题,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂；矿砂,,,
q321,为什么猫咪会应激躲藏（老年猫照护）,健康问题,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂；猫抓板,,,
q322,为什么猫咪会口臭（老年猫照护）,健康问题,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板；逗猫棒,,,
q323,为什么猫咪会体重下降（老年猫照护）,健康问题,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒；费洛蒙喷雾,,,
q324,为什么猫咪会喝水太少（老年猫照护）,健康问题,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾；化毛膏,,,
q325,为什么猫咪会便秘（老年猫照护）,健康问题,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏；鱼油,,,
q326,为什么猫咪会舔毛过度（老年猫照护）,健康问题,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油；益生菌,,,
